LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment,StdValueStr
Cornelissen,Johannes,37,Sheffield Database,Rosa arvensis,46721,Rosa arvensis,15559,440751,"","",213,Number of replicates,               n,70,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Rosa arvensis,46721,Rosa arvensis,15559,440752,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),7.02,mg,Single,"","","",7.02,mg,"","",3.11191,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Rosa canina,46728,Rosa canina,15560,440753,"","",213,Number of replicates,               n,50,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Rosa canina,46728,Rosa canina,15560,440754,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),15.76,mg,Single,"","","",15.76,mg,"","",0.993452,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Rosmarinus officinalis,451852,Salvia rosmarinus,15561,440755,"","",213,Number of replicates,               n,100,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Rosmarinus officinalis,451852,Salvia rosmarinus,15561,440756,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),1.1,mg,Single,"","","",1.1,mg,"","",0.936729,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Rubus fruticosus,47059,Rubus fruticosus,15562,440757,"","",213,Number of replicates,               n,50,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Rubus fruticosus,47059,Rubus fruticosus,15562,440758,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),2.5,mg,Single,"","","",2.5,mg,"",6720059,0.710034,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Rubus idaeus,47124,Rubus idaeus,15563,440759,"","",213,Number of replicates,               n,100,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Rubus idaeus,47124,Rubus idaeus,15563,440760,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),2.379,mg,Single,"","","",2.379,mg,"","",0.747835,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Salix caprea,47806,Salix caprea,15565,440761,"","",213,Number of replicates,               n,50,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Salix caprea,47806,Salix caprea,15565,440762,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),0.0846,mg,Single,"","","",0.0846,mg,"","",1.60298,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Santolina chamaecyparissus,48303,Santolina chamaecyparissus,15566,440763,"","",213,Number of replicates,               n,50,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Santolina chamaecyparissus,48303,Santolina chamaecyparissus,15566,440764,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),0.316,mg,Single,"","","",0.316,mg,"","",0.740851,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Sambucus nigra,48206,Sambucus nigra,15567,440765,"","",213,Number of replicates,               n,100,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Sambucus nigra,48206,Sambucus nigra,15567,440766,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),3.44,mg,Single,"","","",3.44,mg,"","",1.06521,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Solanum dulcamara,50679,Solanum dulcamara,15568,440767,"","",213,Number of replicates,               n,100,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Solanum dulcamara,50679,Solanum dulcamara,15568,440768,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),1.38,mg,Single,"","","",1.38,mg,"","",1.84838,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Sorbus aria,50994,Sorbus aria,15569,440769,"","",213,Number of replicates,               n,25,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Sorbus aria,50994,Sorbus aria,15569,440770,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),13.33,mg,Single,"","","",13.33,mg,"","",1.92885,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Sorbus aucuparia,50997,Sorbus aucuparia,15570,440771,"","",213,Number of replicates,               n,50,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Sorbus aucuparia,50997,Sorbus aucuparia,15570,440772,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),3.14,mg,Single,"","","",3.14,mg,"","",1.84609,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Sorbus domestica,51024,Sorbus domestica,15571,440773,"","",213,Number of replicates,               n,152,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Sorbus domestica,51024,Sorbus domestica,15571,440774,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),19.67,mg,Single,"","","",19.67,mg,"","",0.894458,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Symphoricarpos albus,52513,Symphoricarpos albus,15573,440775,"","",213,Number of replicates,               n,50,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Symphoricarpos albus,52513,Symphoricarpos albus,15573,440776,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),6.22,mg,Single,"","","",6.22,mg,"","",0.827058,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Taxus baccata,53526,Taxus baccata,15574,440777,"","",213,Number of replicates,               n,56,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Taxus baccata,53526,Taxus baccata,15574,440778,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),56.32,mg,Single,"","","",56.32,mg,"","",1.31088,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Taxus baccata,53526,Taxus baccata,15574,440779,"","",183,Seed mass comment,Comment,Sheffield,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",origin of samplings,
Cornelissen,Johannes,37,Sheffield Database,Thymus praecox,54262,Thymus praecox,15575,440780,"","",213,Number of replicates,               n,100,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Thymus praecox,54262,Thymus praecox,15575,440781,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),0.11,mg,Single,"","","",0.11,mg,"",9053573,2.41446,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Tilia cordata,54325,Tilia cordata,15576,440782,"","",213,Number of replicates,               n,30,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Tilia cordata,54325,Tilia cordata,15576,440783,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),35.33,mg,Single,"","","",35.33,mg,"","",1.26605,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Ulex europaeus,55432,Ulex europaeus,15577,440784,"","",213,Number of replicates,               n,50,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Ulex europaeus,55432,Ulex europaeus,15577,440785,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),5.96,mg,Single,"","","",5.96,mg,"","",0.4218,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Ulex gallii,55433,Ulex gallii,15578,440786,"","",213,Number of replicates,               n,50,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Ulex gallii,55433,Ulex gallii,15578,440787,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),6.7,mg,Single,"","","",6.7,mg,"","",0.46813,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Ulmus glabra,55452,Ulmus glabra,15579,440788,"","",213,Number of replicates,               n,10,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Ulmus glabra,55452,Ulmus glabra,15579,440789,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),7.421,mg,Single,"","","",7.421,mg,"","",0.508588,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Ulmus glabra,55452,Ulmus glabra,15579,440790,"","",183,Seed mass comment,Comment,database,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",origin of samplings,
Cornelissen,Johannes,37,Sheffield Database,Ulmus minor,55465,Ulmus minor,15580,440791,"","",213,Number of replicates,               n,50,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Ulmus minor,55465,Ulmus minor,15580,440792,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),4.82,mg,Single,"","","",4.82,mg,"","",0.711003,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Vaccinium vitis-idaea,55754,VACCINIUM VITIS-IDAEA,15581,440793,"","",213,Number of replicates,               n,25,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Vaccinium vitis-idaea,55754,VACCINIUM VITIS-IDAEA,15581,440794,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),0.389,mg,Single,"","","",0.389,mg,"","",0.658579,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Vaccinium myrtillus,55736,Vaccinium myrtillus,15582,440795,"","",213,Number of replicates,               n,100,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Vaccinium myrtillus,55736,Vaccinium myrtillus,15582,440796,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),0.277,mg,Single,"","","",0.277,mg,"",56032464,1.19811,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Viburnum opulus,56323,Viburnum opulus,15583,440797,"","",213,Number of replicates,               n,25,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Viburnum opulus,56323,Viburnum opulus,15583,440798,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),21.04,mg,Single,"","","",21.04,mg,"","",1.61317,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Viburnum lantana,56319,Viburnum lantana,15584,440799,"","",213,Number of replicates,               n,15,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Viburnum lantana,56319,Viburnum lantana,15584,440800,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),31.04,mg,Single,"","","",31.04,mg,"","",1.07504,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Viburnum tinus,56340,Viburnum tinus,15585,440801,"","",213,Number of replicates,               n,100,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Viburnum tinus,56340,Viburnum tinus,15585,440802,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),33.63,mg,Single,"","","",33.63,mg,"","",1.15924,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Viscum album,56635,Viscum album,15586,440803,"","",213,Number of replicates,               n,15,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Viscum album,56635,Viscum album,15586,440804,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),8.03,mg,Single,"","","",8.03,mg,"","",4.40434,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Buddleja davidii,8761,Buddleja davidii,15587,440805,"","",213,Number of replicates,               n,100,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Buddleja davidii,8761,Buddleja davidii,15587,440806,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),0.0395,mg,Single,"","","",0.0395,mg,"","",3.60303,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Ulmus glabra,55452,Ulmus glabra,15588,440807,"","",213,Number of replicates,               n,50,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Ulmus glabra,55452,Ulmus glabra,15588,440808,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),9.23,mg,Single,"","","",9.23,mg,"","",0.594941,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Ulmus glabra,55452,Ulmus glabra,15588,440809,"","",183,Seed mass comment,Comment,database,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",origin of samplings,
Cornelissen,Johannes,37,Sheffield Database,Ligustrum vulgare,33431,Ligustrum vulgare,15589,440810,"","",213,Number of replicates,               n,100,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Ligustrum vulgare,33431,Ligustrum vulgare,15589,440811,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),19.46,mg,Single,"","","",19.46,mg,"","",0.906771,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Ligustrum vulgare,33431,Ligustrum vulgare,15589,440812,"","",183,Seed mass comment,Comment,Madrid,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",origin of samplings,
Cornelissen,Johannes,37,Sheffield Database,Taxus baccata,53526,Taxus baccata,15590,440813,"","",213,Number of replicates,               n,60,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Taxus baccata,53526,Taxus baccata,15590,440814,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),61.8,mg,Single,"","","",61.8,mg,"","",1.34763,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Taxus baccata,53526,Taxus baccata,15590,440815,"","",183,Seed mass comment,Comment,For.Com.,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",origin of samplings,
Cornelissen,Johannes,37,Sheffield Database,Fagus sylvatica,23906,Fagus sylvatica,15591,440816,"","",213,Number of replicates,               n,17,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Fagus sylvatica,23906,Fagus sylvatica,15591,440817,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),156,mg,Single,"","","",156,mg,"","",1.71417,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Fagus sylvatica,23906,Fagus sylvatica,15591,440818,"","",183,Seed mass comment,Comment,Weston Park,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",origin of samplings,
Cornelissen,Johannes,37,Sheffield Database,Prunus avium,44304,Prunus avium,15592,440819,"","",213,Number of replicates,               n,25,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",number of measured seeds,
Cornelissen,Johannes,37,Sheffield Database,Prunus avium,44304,Prunus avium,15592,440820,26,Seed dry mass,30,Seed dry mass,mean dry wght (mg),178,mg,Single,"","","",178,mg,"","",2.54007,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",seedlings in strict sense,
Cornelissen,Johannes,37,Sheffield Database,Prunus avium,44304,Prunus avium,15592,440821,"","",183,Seed mass comment,Comment,Sheffield,"","","","","","","","","","","Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",origin of samplings,
Cornelissen,Johannes,37,Sheffield Database,Salix alba,47776,Salix alba,15999,454127,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,330,kg/m3,Single,"","","",0.33,g/cm3,"","",1.53519,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Salix alba,47776,Salix alba,15999,454128,"","",113,Reference / source,Reference,(Brzeziecki & Kienast 94),"","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",1107
Cornelissen,Johannes,37,Sheffield Database,Abies alba,29,Abies alba,16000,454129,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,410,kg/m3,Single,"","","",0.41,g/cm3,"",5827305,0.596623,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
